,pair_name,glide_rmsd,pair_name.1,glide_rmsd_top_2,glide_rmsd_top_3,glide_rmsd_top_5,glide_rmsd_top_10,glide_rmsd_top_50,glide_rmsd_top_100,min_pose_rmsd,structalign_rmsd,combind_rmsd,lig,struct,protein,pair,mol_same,mcss,glide_joe_rmsd,type
404,"('5HT2A', '6WH4_lig-to-6WHA')",7.412458484055844,"('5HT2A', '6WH4_lig-to-6WHA')",7.412458484055844,7.412458484055844,6.064988157173499,4.69327681539808,2.576185132807332,1.8577765129031836,1.8577765129031836,1.257,3.687396530118092,6WH4_lig,6WHA,5HT2A,6WH4_lig-to-6WHA,False,0.2608695652173913,7.412458484055844,cross_dock
405,"('5HT2A', '6WHA_lig-to-6WHA')",0.7773510890203253,"('5HT2A', '6WHA_lig-to-6WHA')",0.7773510890203253,0.7773510890203253,0.7773510890203253,0.7773510890203253,0.5435906582926979,0.5171324892709873,0.5171324892709873,0.0,0.7773510890203253,6WHA_lig,6WHA,5HT2A,6WHA_lig-to-6WHA,True,1.0,0.7773510890203253,same_dock
406,"('CNR2', '6PT0_lig-to-6PT0')",0.3080001649302497,"('CNR2', '6PT0_lig-to-6PT0')",0.3080001649302497,0.3080001649302497,0.3080001649302497,0.3080001649302497,0.3080001649302497,0.3080001649302497,0.3080001649302497,0.0,1.891712701774952,6PT0_lig,6PT0,CNR2,6PT0_lig-to-6PT0,True,1.0,0.3080001649302497,same_dock
407,"('CNR2', '6KPF_lig-to-6PT0')",7.971698895831474,"('CNR2', '6KPF_lig-to-6PT0')",7.576583701488298,7.576583701488298,3.3620825635416,3.3191575152996227,1.631380440118661,1.4071101794738268,1.4071101794738268,1.133,3.3620825635416,6KPF_lig,6PT0,CNR2,6KPF_lig-to-6PT0,False,0.3103448275862069,7.971698895831474,cross_dock
408,"('CNR2', '5ZTY_lig-to-6PT0')",8.62742416966732,"('CNR2', '5ZTY_lig-to-6PT0')",8.62742416966732,1.7411915639004196,1.7411915639004196,1.7411915639004196,1.2074798689665096,1.2074798689665096,1.2074798689665096,1.005,1.2993306169154308,5ZTY_lig,6PT0,CNR2,5ZTY_lig-to-6PT0,False,0.2903225806451613,8.62742416966732,cross_dock
409,"('CNR2', '6KPC_lig-to-6PT0')",8.115422853880979,"('CNR2', '6KPC_lig-to-6PT0')",7.739345392859797,7.739345392859797,3.466754919608056,3.390669473792489,1.325952864605482,1.325952864605482,1.325952864605482,1.106,3.466754919608056,6KPC_lig,6PT0,CNR2,6KPC_lig-to-6PT0,False,0.3103448275862069,8.115422853880979,cross_dock
410,"('CNR2', '6PT0_lig-to-6KPF')",7.557679495476937,"('CNR2', '6PT0_lig-to-6KPF')",7.476966710515295,7.2478506846424064,7.2478506846424064,4.208471275731148,1.3403916166777878,1.3403916166777878,1.3403916166777878,1.133,7.557679495476937,6PT0_lig,6KPF,CNR2,6PT0_lig-to-6KPF,False,0.3103448275862069,7.557679495476937,cross_dock
411,"('CNR2', '6KPF_lig-to-6KPF')",0.8828568447766603,"('CNR2', '6KPF_lig-to-6KPF')",0.8828568447766603,0.8828568447766603,0.8828568447766603,0.6898646361876697,0.6375706645030764,0.6267412924991027,0.6267412924991027,0.0,0.8828568447766603,6KPF_lig,6KPF,CNR2,6KPF_lig-to-6KPF,True,1.0,0.8828568447766603,same_dock
412,"('CNR2', '5ZTY_lig-to-6KPF')",8.316604924187441,"('CNR2', '5ZTY_lig-to-6KPF')",8.316604924187441,8.316604924187441,8.316604924187441,8.286802225891751,8.190820641066766,8.1727365187003,8.1727365187003,1.145,8.286802225891751,5ZTY_lig,6KPF,CNR2,5ZTY_lig-to-6KPF,False,0.2413793103448276,8.316604924187441,cross_dock
413,"('CNR2', '6KPC_lig-to-6KPF')",1.0767098825590429,"('CNR2', '6KPC_lig-to-6KPF')",1.0572740690418008,1.0572740690418008,0.9413429749117412,0.8377745143456367,0.7957930049056897,0.6375350820785989,0.6375350820785989,1.067,1.0767098825590429,6KPC_lig,6KPF,CNR2,6KPC_lig-to-6KPF,True,1.0,1.0767098825590429,cross_dock
414,"('CNR2', '6PT0_lig-to-prime_5ZTY')",12.026836415523762,"('CNR2', '6PT0_lig-to-prime_5ZTY')",7.961013494947905,7.961013494947905,7.961013494947905,7.961013494947905,7.596297886686751,7.596297886686751,7.596297886686751,1.949,12.026836415523762,6PT0_lig,prime_5ZTY,CNR2,6PT0_lig-to-prime_5ZTY,False,0.2903225806451613,12.026836415523762,prime_dock
415,"('CNR2', '6KPF_lig-to-prime_5ZTY')",8.597023942483107,"('CNR2', '6KPF_lig-to-prime_5ZTY')",8.46500037844945,8.439988069495097,8.439988069495097,8.355650596566987,5.648269681250169,5.648269681250169,5.648269681250169,1.844,8.408974549278456,6KPF_lig,prime_5ZTY,CNR2,6KPF_lig-to-prime_5ZTY,False,0.2413793103448276,8.597023942483107,prime_dock
