thresh,helpers,weight,protein,COMBIND,GLIDE,COMBIND_GLIDE,GLIDE_COMBIND,2D_mean,SHAPE_mean
0.25,3,1.0,hivpr,-0.017008264530765933,0.006577935953914471,-0.026349534392324514,-0.029608045701711765,-0.03407075073920073,0.016342363054969274
0.25,3,1.0,hivrt,0.2714570439586499,0.24083561851292123,0.23699962854392517,0.26292534681648144,-0.010980561702874305,0.05129242531900653
0.25,3,1.0,igf1r,0.2648207396222762,0.1876811245009119,0.19460613889380163,0.2596616056846811,0.08935281435147173,0.22756481194357683
0.25,3,1.0,jak2,0.5376844864478001,0.4012822231977041,0.42671384517212185,0.5258053592809031,0.0030527456750131243,0.1674855298052755
0.25,3,1.0,kit,0.20147188388655254,0.1626150560540746,0.15471125240632924,0.09042266133241264,0.10565417602586084,0.050375480432175976
0.25,3,1.0,kpcb,0.20767182051931043,0.17992358463500707,0.14065207308161798,0.11366017753009308,-0.040306638403864815,0.04000321717049224
0.25,3,1.0,lck,0.32136591608273274,0.32988060852026724,0.31767863413016373,0.30222222440760554,-0.01072549287662975,0.0435366957507227
0.25,3,1.0,mcr,0.3047426859737463,0.34982003106423315,0.3290430888486918,0.2310915385557747,0.30374795589952397,0.1675388654027948
0.25,3,1.0,met,0.2124229843236314,0.21015165731928642,0.18923687109951784,0.19287185545424526,0.06856318837241698,0.17748139173935393
0.25,3,1.0,mk01,0.13700914406446016,0.1035426011940493,0.1061779169745956,0.11473641587655556,0.08377972318613583,0.06199920504408833
